title,description,meal_time,prep_time_mins,effort_score,servings,tags,image_url,ingredients_list,shopping_list,recipe_steps,cuisine,user_id,is_user_created,source_url,source_name
"Garlic Shrimp Tacos","Garlic shrimp tacos with cabbage and a simple lime sauce. Serving illustration from the Mealsolved image library.","{""lunch"",""dinner""}",20,2,2,"{""easy"",""comfort-food"",""quick"",""seafood"",""tacos""}","https://raw.githubusercontent.com/wyattrommel-code/Food-For-you/main/assets/recipe-photos/garlic-shrimp-tacos-746a634ba6d0.jpg","{""12 ounces raw peeled deveined shrimp, thawed"",""1 tablespoon butter"",""2 garlic cloves, minced"",""4 6-inch tortillas"",""2 cups shredded cabbage"",""3 tablespoons plain Greek yogurt"",""1 lime"",""1/4 teaspoon salt""}","{""12 ounces raw peeled deveined shrimp, thawed"",""1 tablespoon butter"",""2 garlic cloves, minced"",""4 6-inch tortillas"",""2 cups shredded cabbage"",""3 tablespoons plain Greek yogurt"",""1 lime"",""1/4 teaspoon salt""}","{""Mix yogurt, salt and juice from half the lime. Toss half this sauce with the cabbage."",""Melt butter in a skillet over medium heat. Stir in garlic for 30 seconds, then add shrimp in one layer."",""Cook shrimp about 2–3 minutes per side until pearly, opaque and cooked through. Warm tortillas in another dry pan or the microwave."",""Fill tortillas with slaw and shrimp. Add remaining sauce and serve with wedges from the other lime half.""}","Tex-Mex",,false,"https://www.budgetbytes.com/blackened-shrimp-tacos/","Budget Bytes"
"Black Bean Quesadillas","Black beans, corn and melted cheese in crisp folded tortillas. Serving illustration from the Mealsolved image library. Guacamole and pico de gallo pictured on the side are optional.","{""lunch"",""dinner""}",20,2,2,"{""easy"",""comfort-food"",""quick"",""vegetarian"",""beans"",""sandwich""}","https://raw.githubusercontent.com/wyattrommel-code/Food-For-you/main/assets/recipe-photos/black-bean-quesadillas-7b8886df528f.jpg","{""1 15-ounce can black beans, rinsed and drained"",""1/2 cup frozen corn"",""3/4 cup shredded cheddar"",""4 8-inch flour tortillas"",""1/2 teaspoon ground cumin"",""2 tablespoons salsa"",""1 teaspoon oil""}","{""1 15-ounce can black beans, rinsed and drained"",""1/2 cup frozen corn"",""3/4 cup shredded cheddar"",""4 8-inch flour tortillas"",""1/2 teaspoon ground cumin"",""2 tablespoons salsa"",""1 teaspoon oil""}","{""Microwave corn with a splash of water according to its package and drain. Mash half the beans, then mix with whole beans, corn, cumin and salsa."",""Spread filling over half of each tortilla, add cheese and fold."",""Heat oil in a skillet over medium-low. Cook folded tortillas in batches for 2–3 minutes per side until crisp and hot inside.""}","American",,false,"https://www.budgetbytes.com/hearty-black-bean-quesadillas/","Budget Bytes"
"Sheet Pan Beef Nachos","Sheet-pan nachos with taco beef, black beans and melted cheese. Serving illustration from the Mealsolved image library. Fresh chopped toppings in the photo can be replaced by the listed salsa.","{""lunch"",""dinner""}",25,2,3,"{""easy"",""comfort-food"",""quick"",""beef"",""oven""}","https://raw.githubusercontent.com/wyattrommel-code/Food-For-you/main/assets/recipe-photos/sheet-pan-beef-nachos-c2e6ded7b046.jpg","{""1/2 pound lean ground beef"",""1 tablespoon taco seasoning"",""1/4 cup water"",""5 ounces tortilla chips"",""1 15-ounce can black beans, rinsed and drained"",""1 cup shredded cheddar"",""1/3 cup salsa"",""1/4 cup sour cream""}","{""1/2 pound lean ground beef"",""1 tablespoon taco seasoning"",""5 ounces tortilla chips"",""1 15-ounce can black beans, rinsed and drained"",""1 cup shredded cheddar"",""1/3 cup salsa"",""1/4 cup sour cream""}","{""Heat oven to 400°F. Brown beef in a skillet over medium-high for 6–8 minutes, breaking it up, until 160°F; drain excess fat."",""Stir in taco seasoning, water and beans. Simmer 3 minutes."",""Spread chips on a rimmed baking sheet. Spoon beef and beans over the chips and sprinkle with cheese. Bake 5–7 minutes until melted and hot."",""Add salsa and sour cream just before serving.""}","Tex-Mex",,false,"https://www.budgetbytes.com/chicken-nachos/","Budget Bytes"
"Loaded Taco Salad","A full taco dinner in a salad bowl with warm beef and crunchy tortilla chips. Serving illustration from the Mealsolved image library. The pictured avocado is optional; the listed meal uses tomato and corn.","{""lunch"",""dinner""}",20,2,2,"{""easy"",""comfort-food"",""quick"",""beef"",""salad""}","https://raw.githubusercontent.com/wyattrommel-code/Food-For-you/main/assets/recipe-photos/loaded-taco-salad-74db975b7f85.jpg","{""1/2 pound lean ground beef"",""1 tablespoon taco seasoning"",""1/4 cup water"",""4 cups chopped romaine lettuce"",""1 cup canned black beans, rinsed and drained"",""1/2 cup thawed frozen corn"",""1 tomato, diced"",""1/2 cup shredded cheddar"",""1/3 cup salsa ranch dressing"",""1 cup tortilla chips""}","{""1/2 pound lean ground beef"",""1 tablespoon taco seasoning"",""4 cups chopped romaine lettuce"",""1 cup canned black beans, rinsed and drained"",""1/2 cup thawed frozen corn"",""1 tomato, diced"",""1/2 cup shredded cheddar"",""1/3 cup salsa ranch dressing"",""1 cup tortilla chips""}","{""Brown beef in a skillet over medium-high for 6–8 minutes, breaking it apart, until 160°F. Drain extra fat."",""Add seasoning, water, beans and corn. Simmer for 3–4 minutes until hot."",""Divide lettuce between bowls. Add tomato, warm beef mixture, cheese and broken chips. Drizzle with dressing just before eating.""}","Tex-Mex",,false,"https://www.budgetbytes.com/taco-salad/","Budget Bytes"
"Cheesy Beef and Potato Skillet","A filling skillet of diced potatoes, ground beef and melted cheddar. Serving illustration from the Mealsolved image library. Green onion shown in the photo is an optional garnish.","{""lunch"",""dinner""}",30,2,2,"{""easy"",""comfort-food"",""quick"",""beef"",""potatoes""}","https://raw.githubusercontent.com/wyattrommel-code/Food-For-you/main/assets/recipe-photos/cheesy-beef-and-potato-skillet-96cba540e773.jpg","{""1/2 pound lean ground beef"",""12 ounces potatoes, cut into 1/2-inch cubes"",""1/2 small onion, diced"",""1 tablespoon oil"",""1/2 teaspoon garlic powder"",""1/2 teaspoon smoked paprika"",""1/4 teaspoon salt"",""1/2 cup shredded cheddar"",""2 tablespoons water""}","{""1/2 pound lean ground beef"",""12 ounces potatoes, cut into 1/2-inch cubes"",""1/2 small onion, diced"",""1 tablespoon oil"",""1/2 teaspoon garlic powder"",""1/2 teaspoon smoked paprika"",""1/4 teaspoon salt"",""1/2 cup shredded cheddar""}","{""Put potatoes and water in a covered microwave-safe bowl with a vent. Microwave 5–7 minutes until nearly tender; drain carefully."",""Meanwhile heat oil in a large skillet over medium-high. Add onion and beef; cook 6–8 minutes, breaking beef apart, until 160°F."",""Add potatoes, garlic powder, paprika and salt. Cook 7–10 minutes, turning occasionally, until potatoes are tender and browned."",""Sprinkle with cheddar. Cover over low heat for a minute until melted.""}","American",,false,"https://realfoodwholelife.com/recipes/ground-beef-potatoes/","Real Food Whole Life"
"American Goulash","Tomato-rich beef and macaroni with kidney beans for a filling pantry dinner. Serving illustration from the Mealsolved image library.","{""lunch"",""dinner""}",30,2,3,"{""easy"",""comfort-food"",""quick"",""beef"",""pasta""}","https://raw.githubusercontent.com/wyattrommel-code/Food-For-you/main/assets/recipe-photos/american-goulash-f7ac7a8ff549.jpg","{""1/2 pound lean ground beef"",""6 ounces dry elbow macaroni"",""1/2 small onion, diced"",""2 cups jarred marinara sauce"",""1 cup canned kidney beans, rinsed and drained"",""1/2 teaspoon garlic powder"",""1/2 cup shredded cheddar""}","{""1/2 pound lean ground beef"",""6 ounces dry elbow macaroni"",""1/2 small onion, diced"",""2 cups jarred marinara sauce"",""1 cup canned kidney beans, rinsed and drained"",""1/2 teaspoon garlic powder"",""1/2 cup shredded cheddar""}","{""Boil macaroni for the package time and drain, saving 1/2 cup cooking water."",""Meanwhile cook beef and onion in a large skillet over medium-high for 7–9 minutes, breaking beef apart, until 160°F. Drain extra fat."",""Add marinara, beans and garlic powder. Simmer gently for 5 minutes."",""Stir in macaroni and enough reserved cooking water to loosen the sauce. Warm for 2 minutes and sprinkle with cheddar.""}","American",,false,"https://www.budgetbytes.com/goulash/","Budget Bytes"
"Beef and Bean Burrito Bowls","Taco beef, rice and beans in bowls with corn, cheese and avocado. Serving illustration from the Mealsolved image library. Lime and cilantro pictured are optional garnishes.","{""lunch"",""dinner""}",25,2,2,"{""easy"",""comfort-food"",""quick"",""beef"",""rice""}","https://raw.githubusercontent.com/wyattrommel-code/Food-For-you/main/assets/recipe-photos/beef-and-bean-burrito-bowls-0aeef36bc2e9.jpg","{""1/2 pound lean ground beef"",""1 tablespoon taco seasoning"",""1/4 cup water"",""1 8.8-ounce pouch microwave rice"",""1 cup canned black beans, rinsed and drained"",""1/2 cup frozen corn"",""1/3 cup shredded cheddar"",""1 avocado, diced"",""1/4 cup salsa""}","{""1/2 pound lean ground beef"",""1 tablespoon taco seasoning"",""1 8.8-ounce pouch microwave rice"",""1 cup canned black beans, rinsed and drained"",""1/2 cup frozen corn"",""1/3 cup shredded cheddar"",""1 avocado, diced"",""1/4 cup salsa""}","{""Brown beef over medium-high for 6–8 minutes, breaking it up, until 160°F. Drain excess fat."",""Stir in seasoning, water, beans and corn. Simmer 4–5 minutes until hot throughout."",""Microwave rice following its package and divide into two bowls. Add beef mixture, cheese, avocado and salsa.""}","Tex-Mex",,false,"https://www.budgetbytes.com/poor-mans-burrito-bowls/","Budget Bytes"
"French Onion Beef Sliders","Mini beef burgers with softened onions and Swiss cheese. Serving illustration from the Mealsolved image library. The photo includes a dipping jus; this short recipe does not require one.","{""lunch"",""dinner""}",30,2,2,"{""easy"",""comfort-food"",""quick"",""beef"",""sandwich""}","https://raw.githubusercontent.com/wyattrommel-code/Food-For-you/main/assets/recipe-photos/french-onion-beef-sliders-07f4508cad7e.jpg","{""1/2 pound lean ground beef"",""1 small onion, thinly sliced"",""1 tablespoon butter"",""1 teaspoon dry onion soup mix"",""2 tablespoons water"",""2 slices Swiss cheese, halved"",""4 slider buns""}","{""1/2 pound lean ground beef"",""1 small onion, thinly sliced"",""1 tablespoon butter"",""1 teaspoon dry onion soup mix"",""2 slices Swiss cheese, halved"",""4 slider buns""}","{""Melt butter in a skillet over medium heat. Add onion and water; cover for 5 minutes, then uncover and cook 7–8 minutes, stirring, until soft and golden. Transfer to a bowl."",""Mix beef with onion soup mix and shape into four thin patties."",""Cook patties in the same skillet over medium-high for about 3–4 minutes per side, until 160°F. Add Swiss and cover briefly to melt."",""Place patties and onions in the split slider buns and serve.""}","American",,false,"https://www.thekitchn.com/french-onion-beef-sliders-recipe-23765945","The Kitchn"
"Mushroom Swiss Burgers","Beef burgers topped with browned mushrooms and Swiss cheese. Serving illustration from the Mealsolved image library. Fries shown alongside are an optional extra.","{""lunch"",""dinner""}",25,2,2,"{""easy"",""comfort-food"",""quick"",""beef"",""sandwich""}","https://raw.githubusercontent.com/wyattrommel-code/Food-For-you/main/assets/recipe-photos/mushroom-swiss-burgers-9392d39f64b7.jpg","{""1/2 pound lean ground beef"",""6 ounces sliced mushrooms"",""1 tablespoon butter"",""2 slices Swiss cheese"",""2 burger buns"",""1/4 teaspoon salt"",""1/4 teaspoon black pepper""}","{""1/2 pound lean ground beef"",""6 ounces sliced mushrooms"",""1 tablespoon butter"",""2 slices Swiss cheese"",""2 burger buns"",""1/4 teaspoon salt"",""1/4 teaspoon black pepper""}","{""Melt butter in a skillet over medium-high. Cook mushrooms for 7–9 minutes, stirring, until browned. Transfer to a bowl."",""Shape beef into two patties about 1/2-inch thick and season with salt and pepper."",""Cook in the hot skillet 4–5 minutes per side until the centers reach 160°F. Add Swiss and cover for a minute to melt."",""Put burgers in the buns and spoon mushrooms over the cheese.""}","American",,false,"https://www.thepioneerwoman.com/food-cooking/recipes/a9851/mushroom-and-swiss-sliders-with-spicy-fry-sauce/","The Pioneer Woman"
"Bacon BBQ Burgers","Classic burgers with cheddar, barbecue sauce and crisp bacon. Serving illustration from the Mealsolved image library. The onion ring in the serving illustration is optional and not included in the short ingredient list.","{""lunch"",""dinner""}",25,2,2,"{""easy"",""comfort-food"",""quick"",""beef"",""sandwich""}","https://raw.githubusercontent.com/wyattrommel-code/Food-For-you/main/assets/recipe-photos/bacon-bbq-burgers-cfa04b67390d.jpg","{""1/2 pound lean ground beef"",""2 burger buns"",""2 slices cheddar"",""4 slices fully cooked bacon"",""2 tablespoons barbecue sauce"",""1/4 teaspoon salt"",""1/4 teaspoon black pepper""}","{""1/2 pound lean ground beef"",""2 burger buns"",""2 slices cheddar"",""4 slices fully cooked bacon"",""2 tablespoons barbecue sauce"",""1/4 teaspoon salt"",""1/4 teaspoon black pepper""}","{""Shape beef into two 1/2-inch-thick patties. Sprinkle both sides with salt and pepper."",""Heat a skillet over medium-high. Cook patties about 4–5 minutes per side until the center reaches 160°F."",""Add cheddar and cover for a minute. Heat the fully cooked bacon following its package."",""Fill buns with burgers, bacon and barbecue sauce.""}","American",,false,"https://www.budgetbytes.com/homemade-hamburgers/","Budget Bytes"
"Philly Sloppy Joes","Sloppy joes with peppers, onions and melted provolone. Serving illustration from the Mealsolved image library.","{""lunch"",""dinner""}",25,2,3,"{""easy"",""comfort-food"",""quick"",""beef"",""sandwich""}","https://raw.githubusercontent.com/wyattrommel-code/Food-For-you/main/assets/recipe-photos/philly-sloppy-joes-494651d070be.jpg","{""3/4 pound lean ground beef"",""1 bell pepper, diced"",""1/2 onion, diced"",""1/2 cup beef broth"",""1 tablespoon Worcestershire sauce"",""1 tablespoon ketchup"",""1 teaspoon cornstarch"",""3 slices provolone"",""3 hamburger buns""}","{""3/4 pound lean ground beef"",""1 bell pepper, diced"",""1/2 onion, diced"",""1/2 cup beef broth"",""1 tablespoon Worcestershire sauce"",""1 tablespoon ketchup"",""1 teaspoon cornstarch"",""3 slices provolone"",""3 hamburger buns""}","{""Cook beef, pepper and onion in a large skillet over medium-high for 9–11 minutes, breaking beef apart, until beef reaches 160°F and vegetables soften. Drain excess fat."",""Whisk broth with cornstarch, Worcestershire sauce and ketchup. Add to the skillet and simmer 3–5 minutes, stirring until thick enough to stay on a bun."",""Lay provolone over the filling and cover over low heat until melted. Divide the filling between split buns.""}","American",,false,"https://dinnerthendessert.com/philly-cheese-steak-sloppy-joes/","Dinner, then Dessert"
"Easy Beef and Bean Enchiladas","Rolled beef-and-bean enchiladas with canned sauce and melted cheese. About 15 minutes of hands-on work; 45 minutes total. Serving illustration from the Mealsolved image library.","{""lunch"",""dinner""}",45,2,3,"{""easy"",""comfort-food"",""low-active-time"",""beef"",""beans"",""oven""}","https://raw.githubusercontent.com/wyattrommel-code/Food-For-you/main/assets/recipe-photos/easy-beef-and-bean-enchiladas-2ec2205772c3.jpg","{""1/2 pound lean ground beef"",""1 cup canned black beans, rinsed and drained"",""1 tablespoon taco seasoning"",""1/4 cup water"",""6 8-inch flour tortillas"",""1 15-ounce can mild red enchilada sauce"",""1 cup shredded cheddar"",""1/4 cup sour cream""}","{""1/2 pound lean ground beef"",""1 cup canned black beans, rinsed and drained"",""1 tablespoon taco seasoning"",""6 8-inch flour tortillas"",""1 15-ounce can mild red enchilada sauce"",""1 cup shredded cheddar"",""1/4 cup sour cream""}","{""Heat oven to 375°F. Brown beef in a skillet for 6–8 minutes, breaking it up, until 160°F. Drain excess fat."",""Add beans, seasoning and water. Simmer 3 minutes. Spread 1/4 cup enchilada sauce in an 8-by-11-inch baking dish."",""Divide filling and half the cheese among tortillas. Roll and arrange seam-side down in the dish."",""Pour over remaining sauce and cheese. Cover with foil and bake 20 minutes, then uncover for 5 minutes, until 165°F in the center."",""Let stand 5 minutes and serve with sour cream.""}","Tex-Mex",,false,"https://www.budgetbytes.com/beef-enchiladas/","Budget Bytes"
"Ham and Swiss Sub Sandwiches","Cold ham-and-Swiss subs with crunchy lettuce and tomato. Serving illustration from the Mealsolved image library.","{""lunch"",""dinner""}",10,1,2,"{""easy"",""comfort-food"",""quick"",""pork"",""sandwich"",""no-cook""}","https://raw.githubusercontent.com/wyattrommel-code/Food-For-you/main/assets/recipe-photos/ham-and-swiss-sub-sandwiches-45d6ff71b076.jpg","{""2 6-inch sub rolls"",""6 ounces ready-to-eat deli ham"",""2 slices Swiss cheese"",""2 lettuce leaves"",""1 tomato, sliced"",""2 tablespoons mayonnaise"",""1 teaspoon mustard"",""2 thin slices red onion""}","{""2 6-inch sub rolls"",""6 ounces ready-to-eat deli ham"",""2 slices Swiss cheese"",""2 lettuce leaves"",""1 tomato, sliced"",""2 tablespoons mayonnaise"",""1 teaspoon mustard"",""2 thin slices red onion""}","{""Split the rolls lengthwise. Stir mayonnaise and mustard together and spread inside."",""Layer ham, Swiss, washed lettuce, tomato and onion in each roll."",""Close the sandwiches and cut in half. Eat immediately or refrigerate promptly in a covered container.""}","American",,false,"https://www.sargento.com/recipes/popular/grilled-cheese/hot-ham-and-swiss-sandwich","Sargento"
"Pizza Bagels","Toasted bagels with pizza sauce, cheese and pepperoni. Serving illustration from the Mealsolved image library. Basil garnish and extra bread in the illustration are optional.","{""lunch"",""dinner""}",25,1,2,"{""easy"",""comfort-food"",""quick"",""pork"",""pizza"",""oven""}","https://raw.githubusercontent.com/wyattrommel-code/Food-For-you/main/assets/recipe-photos/pizza-bagels-1928e1faf1a6.jpg","{""2 plain bagels"",""1/3 cup pizza sauce"",""3/4 cup shredded mozzarella"",""16 pepperoni slices""}","{""2 plain bagels"",""1/3 cup pizza sauce"",""3/4 cup shredded mozzarella"",""16 pepperoni slices""}","{""Heat oven to 425°F. Split bagels and place cut-side up on a baking sheet; toast for 3 minutes."",""Spread with pizza sauce and add mozzarella and pepperoni."",""Bake another 6–8 minutes until cheese is bubbling and edges are crisp. Cool for 2 minutes before eating.""}","American",,false,"https://www.thekitchn.com/bagel-pizza-recipe-23263111","The Kitchn"
"Chorizo, Egg and Potato Breakfast Skillet","A hearty breakfast-for-dinner skillet of chorizo, potatoes, peppers and eggs. Photo: Mmm... I love my skillet by jeffreyw. Source: https://www.flickr.com/photos/7927684@N03/6058830869 License: CC BY 2.0 (https://creativecommons.org/licenses/by/2.0/). Resized and recompressed. The source photo has softer eggs; cook the eggs until whites and yolks are firm.","{""breakfast"",""dinner""}",30,2,2,"{""easy"",""comfort-food"",""quick"",""pork"",""breakfast-for-dinner"",""potatoes""}","https://raw.githubusercontent.com/wyattrommel-code/Food-For-you/main/assets/recipe-photos/chorizo-egg-and-potato-breakfast-skillet-cbc27cb1f4e6.jpg","{""6 ounces raw Mexican pork chorizo"",""12 ounces potatoes, cut into 1/2-inch cubes"",""1/2 bell pepper, diced"",""1/2 onion, diced"",""2 eggs"",""1 teaspoon oil"",""2 tablespoons water""}","{""6 ounces raw Mexican pork chorizo"",""12 ounces potatoes, cut into 1/2-inch cubes"",""1/2 bell pepper, diced"",""1/2 onion, diced"",""2 eggs"",""1 teaspoon oil""}","{""Microwave potatoes and water in a covered, vented microwave-safe bowl for 5–7 minutes until nearly tender. Drain carefully."",""Heat oil in a nonstick skillet over medium. Cook chorizo, onion and pepper for 7–9 minutes, crumbling the sausage, until the pork reaches 160°F."",""Add potatoes and cook 5–7 minutes, turning, until tender and browned."",""Make two spaces and crack in eggs. Cover over low heat for 4–6 minutes, until both whites and yolks are firm.""}","American",,false,"https://www.flickr.com/photos/7927684@N03/6058830869","jeffreyw on Flickr"
"Breakfast Tacos with Eggs and Sausage","Sausage, potato and scrambled-egg tacos that work for breakfast or dinner. Serving illustration from the Mealsolved image library.","{""breakfast"",""dinner""}",25,2,2,"{""easy"",""comfort-food"",""quick"",""pork"",""breakfast-for-dinner"",""tacos""}","https://raw.githubusercontent.com/wyattrommel-code/Food-For-you/main/assets/recipe-photos/breakfast-tacos-with-eggs-and-sausage-2556e6e85cc6.jpg","{""4 ounces raw breakfast pork sausage"",""1 cup frozen diced hash-brown potatoes"",""3 eggs"",""4 6-inch tortillas"",""1/4 cup shredded cheddar"",""1/4 cup pico de gallo"",""1 teaspoon oil""}","{""4 ounces raw breakfast pork sausage"",""1 cup frozen diced hash-brown potatoes"",""3 eggs"",""4 6-inch tortillas"",""1/4 cup shredded cheddar"",""1/4 cup pico de gallo"",""1 teaspoon oil""}","{""Heat oil in a skillet over medium. Cook sausage and frozen potatoes for 10–12 minutes, crumbling sausage and turning potatoes, until sausage reaches 160°F and potatoes are tender."",""Beat eggs in a bowl. Pour into the skillet and stir gently for 2–3 minutes until fully set."",""Warm tortillas in a dry pan or microwave. Fill with the egg mixture, cheddar and pico de gallo.""}","Tex-Mex",,false,"https://www.budgetbytes.com/sausage-and-egg-breakfast-quesadillas/","Budget Bytes"
"Chicken and Waffles Shortcut Dinner","Chicken and waffles using freezer staples for breakfast-for-dinner. Serving illustration from the Mealsolved image library. Berries in the photo are an optional side.","{""breakfast"",""dinner""}",30,1,2,"{""easy"",""comfort-food"",""quick"",""chicken"",""breakfast-for-dinner"",""freezer-friendly""}","https://raw.githubusercontent.com/wyattrommel-code/Food-For-you/main/assets/recipe-photos/chicken-and-waffles-shortcut-dinner-4991adb9b80c.jpg","{""10 ounces frozen fully cooked breaded chicken tenders"",""4 frozen toaster waffles"",""2 tablespoons maple syrup"",""1 tablespoon butter""}","{""10 ounces frozen fully cooked breaded chicken tenders"",""4 frozen toaster waffles"",""2 tablespoons maple syrup"",""1 tablespoon butter""}","{""Preheat the oven and bake fully cooked chicken tenders following their package, until crisp and 165°F inside; allow about 20 minutes plus preheating."",""Near the end of baking, toast waffles according to their package."",""Divide waffles and chicken between plates. Add butter to the hot waffles and drizzle with maple syrup.""}","American",,false,"https://www.perdue.com/recipes/buttermilk-chicken-and-waffle-bites","Perdue"
"Peanut Sesame Noodles","Spaghetti in a peanut-sesame sauce with crisp cucumber. Serving illustration from the Mealsolved image library.","{""lunch"",""dinner""}",20,1,2,"{""easy"",""comfort-food"",""quick"",""vegetarian"",""pasta""}","https://raw.githubusercontent.com/wyattrommel-code/Food-For-you/main/assets/recipe-photos/peanut-sesame-noodles-c9a4a07b15b3.jpg","{""6 ounces dry spaghetti"",""3 tablespoons peanut butter"",""1 tablespoon soy sauce"",""1 tablespoon toasted sesame oil"",""1 tablespoon lime juice"",""3 tablespoons warm water"",""1/2 cucumber, cut into thin strips"",""1 tablespoon chopped peanuts"",""1 teaspoon sesame seeds""}","{""6 ounces dry spaghetti"",""3 tablespoons peanut butter"",""1 tablespoon soy sauce"",""1 tablespoon toasted sesame oil"",""1 tablespoon lime juice"",""1/2 cucumber, cut into thin strips"",""1 tablespoon chopped peanuts"",""1 teaspoon sesame seeds""}","{""Boil spaghetti according to its package. Drain and rinse briefly under cool water."",""Whisk peanut butter, soy sauce, sesame oil, lime juice and warm water until smooth."",""Toss noodles and cucumber with the sauce. Divide into bowls and sprinkle with peanuts and sesame seeds.""}","Asian-inspired",,false,"https://www.budgetbytes.com/cold-sesame-noodles/","Budget Bytes"
"Quick Chicken Shawarma Wraps","A quick shawarma-style pita dinner using a ready-mixed seasoning. Serving illustration from the Mealsolved image library. The pictured fries are optional.","{""lunch"",""dinner""}",25,2,2,"{""easy"",""comfort-food"",""quick"",""chicken"",""sandwich""}","https://raw.githubusercontent.com/wyattrommel-code/Food-For-you/main/assets/recipe-photos/quick-chicken-shawarma-wraps-f4c1df981d84.jpg","{""12 ounces boneless skinless chicken breast, cut into thin strips"",""1 tablespoon oil"",""2 teaspoons shawarma seasoning"",""2 pita breads"",""1/3 cup plain Greek yogurt"",""1 tablespoon lemon juice"",""1/2 cucumber, diced"",""1 tomato, diced"",""1 cup shredded lettuce""}","{""12 ounces boneless skinless chicken breast, cut into thin strips"",""1 tablespoon oil"",""2 teaspoons shawarma seasoning"",""2 pita breads"",""1/3 cup plain Greek yogurt"",""1 tablespoon lemon juice"",""1/2 cucumber, diced"",""1 tomato, diced"",""1 cup shredded lettuce""}","{""Toss chicken with oil and shawarma seasoning. Heat a skillet over medium-high."",""Cook chicken 7–9 minutes, turning often, until it reaches 165°F. This shortcut skips the long marinade."",""Mix yogurt and lemon juice. Warm pitas according to their package and open into pockets."",""Fill with chicken, cucumber, tomato and lettuce. Spoon yogurt sauce inside.""}","Mediterranean-inspired",,false,"https://www.budgetbytes.com/chicken-shawarma/","Budget Bytes"
"Greek Chicken Rice Bowls","Greek-style chicken bowls with rice, fresh vegetables and hummus. Serving illustration from the Mealsolved image library. The illustration serves chicken on skewers; the recipe cooks loose pieces in a skillet.","{""lunch"",""dinner""}",25,2,2,"{""easy"",""comfort-food"",""quick"",""chicken"",""rice""}","https://raw.githubusercontent.com/wyattrommel-code/Food-For-you/main/assets/recipe-photos/greek-chicken-rice-bowls-169318d5bac5.jpg","{""12 ounces boneless skinless chicken breast, cut into bite-size pieces"",""1 tablespoon oil"",""1 teaspoon Greek seasoning"",""1 8.8-ounce pouch microwave rice"",""1/2 cucumber, diced"",""1 tomato, diced"",""1/4 cup crumbled feta"",""1/4 cup hummus"",""1/4 cup tzatziki"",""1 tablespoon lemon juice""}","{""12 ounces boneless skinless chicken breast, cut into bite-size pieces"",""1 tablespoon oil"",""1 teaspoon Greek seasoning"",""1 8.8-ounce pouch microwave rice"",""1/2 cucumber, diced"",""1 tomato, diced"",""1/4 cup crumbled feta"",""1/4 cup hummus"",""1/4 cup tzatziki"",""1 tablespoon lemon juice""}","{""Toss chicken with oil and Greek seasoning. Cook in a skillet over medium-high for 7–9 minutes, stirring, until 165°F inside."",""Heat rice following the pouch instructions. Divide into two bowls."",""Top with chicken, cucumber, tomato and feta. Add hummus and tzatziki, then drizzle chicken with lemon juice.""}","Mediterranean-inspired",,false,"https://www.nogettingoffthistrain.com/recipes/greek-chicken-bowls/","No Getting Off This Train"
"Ranch Chicken Tray Bake","Ranch-crusted chicken with broccoli and instant mashed potatoes. About 10 minutes of hands-on work; 40 minutes total. Serving illustration from the Mealsolved image library.","{""lunch"",""dinner""}",40,1,2,"{""easy"",""comfort-food"",""low-active-time"",""chicken"",""oven""}","https://raw.githubusercontent.com/wyattrommel-code/Food-For-you/main/assets/recipe-photos/ranch-chicken-tray-bake-34199bee5616.jpg","{""12 ounces boneless skinless chicken breast cutlets, 1/2-inch thick"",""1 tablespoon mayonnaise"",""1 tablespoon dry ranch seasoning"",""1/3 cup plain breadcrumbs"",""3 cups broccoli florets"",""1 tablespoon oil"",""1 4-ounce pouch complete instant mashed potatoes, water-only preparation"",""2 cups water""}","{""12 ounces boneless skinless chicken breast cutlets, 1/2-inch thick"",""1 tablespoon mayonnaise"",""1 tablespoon dry ranch seasoning"",""1/3 cup plain breadcrumbs"",""3 cups broccoli florets"",""1 tablespoon oil"",""1 4-ounce pouch complete instant mashed potatoes, water-only preparation""}","{""Heat oven to 400°F. Stir ranch seasoning into breadcrumbs. Spread mayonnaise thinly on chicken and press into the crumbs."",""Place chicken on one side of a large lined baking sheet. Toss broccoli with oil and put on the other side."",""Bake 20–25 minutes, turning broccoli halfway, until chicken reaches 165°F and broccoli is tender."",""Prepare the mashed potatoes with the 2 cups water, or the water amount printed on the pouch. Serve alongside chicken and broccoli.""}","American",,false,"https://www.hiddenvalley.com/recipe/original-ranch-crispy-chicken/","Hidden Valley Ranch"
